,0
4252,"[('How do you feel when you are grateful?', {'entities': [(29, 37, 'handbook')]})]"
4253,"[('I am grateful for this amazing experience', {'entities': [(5, 13, 'handbook')]})]"
4254,"[('How do I apologize to my roommate?', {'entities': [(9, 18, 'handbook')]})]"
4256,"[('Can you provide guidance on how to apologize to a teacher?', {'entities': [(35, 44, 'handbook')]})]"
4258,"[('How do I write a formal apology letter?', {'entities': [(24, 31, 'handbook')]})]"
4260,"[(""What's the meaning of 'excuse me' in the campus handbook?"", {'entities': [(23, 32, 'handbook')]})]"
4261,"[(""I need help understanding what 'excuse me' means according to our university rules."", {'entities': [(32, 41, 'handbook')]})]"
4262,"[(""Can you explain the definition of 'excuse me' as mentioned in the student handbook?"", {'entities': [(35, 44, 'handbook')]})]"
4263,"[(""What's the policy on saying sorry in exam answers?"", {'entities': [(28, 33, 'handbook')]})]"
4265,"[('Can you explain what happens if I say sorry to the teacher?', {'entities': [(38, 43, 'handbook')]})]"
4266,"[('Is it okay to write sorry in my report?', {'entities': [(20, 25, 'handbook')]})]"
4267,"[('What is the welcome policy on campus?', {'entities': [(12, 19, 'handbook')]})]"
4268,"[('Where can I find the welcome package for freshmen?', {'entities': [(21, 28, 'handbook')]})]"
4269,"[(""What is the purpose of 'Welcome to XMU'?"", {'entities': [(24, 38, 'handbook')]})]"
4270,"[(""I found a handbook titled 'Welcome to XMU', what does it contain?"", {'entities': [(27, 41, 'handbook')]})]"
4271,"[(""Can someone explain what 'Welcome to XMU' means in the new student handbook?"", {'entities': [(26, 40, 'handbook')]})]"
4272,"[('What does welcome to xmum stand for?', {'entities': [(10, 25, 'handbook')]})]"
4273,"[('I found welcome to xmum in the university handbook', {'entities': [(8, 23, 'handbook')]})]"
4274,"[('Can you explain what is meant by welcome to xmum?', {'entities': [(33, 48, 'handbook')]})]"
4275,"[('What is the purpose of welcome to xmu', {'entities': [(23, 37, 'handbook')]})]"
4276,"[('I am new to Xiamen University and need information from welcome to xmu', {'entities': [(56, 70, 'handbook')]})]"
4277,"[('Where can I find the handbook for welcome to xmu', {'entities': [(34, 48, 'handbook')]})]"
4278,"[('Can you explain what welcome to xmu is about', {'entities': [(21, 35, 'handbook')]})]"
4279,"[('Hello, I want to go to xiayicheng', {'entities': [(23, 33, 'greeting')]})]"
4280,"[('Is there a party at xiayicheng tonight?', {'entities': [(20, 30, 'greeting')]})]"
4281,"[(""I'm planning to meet my friends at xiayicheng tomorrow"", {'entities': [(35, 45, 'greeting')]})]"
4282,"[(""What's up, Xia Yi Cheng!"", {'entities': [(11, 23, 'greeting')]})]"
4283,"[('Hi Xia Yi Cheng, how are you?', {'entities': [(3, 15, 'greeting')]})]"
4284,"[('Hello, Xia Yi Cheng!', {'entities': [(7, 19, 'greeting')]})]"
4285,"[('What is the address of Tuk Tuk Thai&Taro?', {'entities': [(23, 40, 'greeting')]})]"
4286,"[('Where can I find Tuk Tuk Thai&Taro on campus?', {'entities': [(17, 34, 'greeting')]})]"
4287,"[('Can someone take me to Tuk Tuk Thai&Taro?', {'entities': [(23, 40, 'greeting')]})]"
4288,"[('Is Tuk Tuk Thai&Taro open for lunch?', {'entities': [(3, 20, 'greeting')]})]"
4289,"[('What is the meaning of Tuk Tuk Thai Taro?', {'entities': [(23, 40, 'greeting')]})]"
4290,"[('Is Tuk Tuk Thai Taro a common greeting in Thailand?', {'entities': [(3, 20, 'greeting')]})]"
4291,"[('Can you explain what Tuk Tuk Thai Taro means?', {'entities': [(21, 38, 'greeting')]})]"
4292,"[('What time does Tuk Tuk Thai close tonight?', {'entities': [(15, 27, 'greeting')]})]"
4293,"[('Is Tuk Tuk Thai open tomorrow?', {'entities': [(3, 15, 'greeting')]})]"
4294,"[('Can I reserve a table at Tuk Tuk Thai for dinner?', {'entities': [(25, 37, 'greeting')]})]"
4295,"[('I want to make a reservation at TukTuk Thai', {'entities': [(32, 43, 'greeting')]})]"
4296,"[('How was your experience at TukTuk Thai?', {'entities': [(27, 38, 'greeting')]})]"
4297,"[('What time does TukTuk Thai open for lunch?', {'entities': [(15, 26, 'greeting')]})]"
4298,"[('What is the meaning of Dashuxia?', {'entities': [(23, 31, 'greeting')]})]"
4299,"[('How do you greet someone in Chinese as Dashuxia?', {'entities': [(39, 47, 'greeting')]})]"
4300,"[('Can I use Dashuxia as a greeting in a formal letter?', {'entities': [(10, 18, 'greeting')]})]"
4301,"[(""What are the operating hours of Let's Kopitiam?"", {'entities': [(32, 46, 'greeting')]})]"
4302,"[(""Where is Let's Kopitiam located on campus?"", {'entities': [(9, 23, 'greeting')]})]"
4303,"[(""Can I order food at Let's Kopitiam using my student card?"", {'entities': [(20, 34, 'greeting')]})]"
4304,"[('What is the operating hours of lets kopitiam', {'entities': [(31, 44, 'greeting')]})]"
4305,"[(""I'm going to meets my friend at lets kopitiam tonight"", {'entities': [(32, 45, 'greeting')]})]"
4306,"[('Can I get a contact number for lets kopitiam', {'entities': [(31, 44, 'greeting')]})]"
4307,"[('What is the address of Kopitiam?', {'entities': [(23, 31, 'greeting')]})]"
4308,"[('I want to go to Kopitiam for food', {'entities': [(16, 24, 'greeting')]})]"
4309,"[('Is Kopitiam open today?', {'entities': [(3, 11, 'greeting')]})]"
4310,"[(""What time does Let's Kopi open today?"", {'entities': [(15, 25, 'greeting')]})]"
4311,"[(""I want to meet my friends at Let's Kopi"", {'entities': [(29, 39, 'greeting')]})]"
4312,"[(""Can we have a meeting at Let's Kopi?"", {'entities': [(25, 35, 'greeting')]})]"
4313,"[(""What's the latest news on Mynews?"", {'entities': [(26, 32, 'greeting')]})]"
4314,"[('How are you doing today from Mynews?', {'entities': [(29, 35, 'greeting')]})]"
4318,"[(""What's the latest news on My News?"", {'entities': [(26, 33, 'greeting')]})]"
4319,"[('Do you have a newsletter like My News?', {'entities': [(30, 37, 'greeting')]})]"
4320,"[('I love reading My News every morning', {'entities': [(15, 22, 'greeting')]})]"
4321,"[(""Hello, I'm reading MyNews right now"", {'entities': [(19, 25, 'greeting')]})]"
4322,"[('What is the latest news on MyNews?', {'entities': [(27, 33, 'greeting')]})]"
4323,"[('Can you help me find more information about MyNews?', {'entities': [(44, 50, 'greeting')]})]"
4324,"[(""What is the greeting for 'Takw Mee Tarik'"", {'entities': [(26, 40, 'greeting')]})]"
4325,"[(""Can you translate 'Takw Mee Tarik' to English?"", {'entities': [(19, 33, 'greeting')]})]"
4326,"[(""How do I say 'Takw Mee Tarik' in Malay?"", {'entities': [(14, 28, 'greeting')]})]"
4327,"[('What is the meaning of takw mee tarik?', {'entities': [(23, 37, 'greeting')]})]"
4328,"[('Can you repeat that, what did you say about takw mee tarik?', {'entities': [(44, 58, 'greeting')]})]"
4329,"[('How do you respond to takw mee tarik?', {'entities': [(22, 36, 'greeting')]})]"
4330,"[(""Hello Dajiawang, what's up?"", {'entities': [(6, 15, 'greeting')]})]"
4331,"[('Hey Dajiawang, how are you?', {'entities': [(4, 13, 'greeting')]})]"
4332,"[('What is the meaning of dajiawang in Chinese?', {'entities': [(23, 32, 'greeting')]})]"
4333,"[('How do I respond when someone says dajiawang to me?', {'entities': [(35, 44, 'greeting')]})]"
4334,"[('What does dajiawang mean in English?', {'entities': [(10, 19, 'greeting')]})]"
4335,"[('What is the greeting that Shuzhiwei uses', {'entities': [(26, 35, 'greeting')]})]"
4336,"[('How does one greet with Shuzhiwei?', {'entities': [(24, 33, 'greeting')]})]"
4337,"[('Can you give me an example of a greeting in Shuzhiwei?', {'entities': [(44, 53, 'greeting')]})]"
4338,"[('What is the greeting from shuzhiwei?', {'entities': [(26, 35, 'greeting')]})]"
4339,"[('I received a greeting from shuzhiwei.', {'entities': [(27, 36, 'greeting')]})]"
4340,"[('Can you repeat the greeting by shuzhiwei?', {'entities': [(31, 40, 'greeting')]})]"
4341,"[('What is the greeting of Shu Zhi Wei?', {'entities': [(24, 35, 'greeting')]})]"
4342,"[('How do you greet with Shu Zhi Wei?', {'entities': [(22, 33, 'greeting')]})]"
4343,"[('Can you say Hello Shu Zhi Wei?', {'entities': [(18, 29, 'greeting')]})]"
4344,"[('Is Shu Zhi Wei a traditional Chinese greeting?', {'entities': [(3, 14, 'greeting')]})]"
4345,"[('Is Dachengxiaochu a good greeting for a Chinese New Year card?', {'entities': [(3, 17, 'greeting')]})]"
4346,"[('How do I write Dachengxiaochu on a birthday card?', {'entities': [(15, 29, 'greeting')]})]"
4347,"[('What is the meaning of Dachengxiaochu in English?', {'entities': [(23, 37, 'greeting')]})]"
4348,"[('How do I greet dachengxiaochu', {'entities': [(15, 29, 'greeting')]})]"
4349,"[('What is the greeting for dachengxiaochu', {'entities': [(25, 39, 'greeting')]})]"
4350,"[(""What's a proper way to address dachengxiaochu"", {'entities': [(31, 45, 'greeting')]})]"
4351,"[('What does Da Cheng Xiao Chu mean?', {'entities': [(10, 27, 'greeting')]})]"
4352,"[('Can you translate the phrase Da Cheng Xiao Chu for me?', {'entities': [(29, 46, 'greeting')]})]"
4353,"[('How are you today Hualianhaoliangcha', {'entities': [(18, 36, 'greeting')]})]"
4354,"[(""What's up with you Hualianhaoliangcha"", {'entities': [(19, 37, 'greeting')]})]"
4355,"[('What is the address of Hualian Haoliang Cha?', {'entities': [(23, 43, 'greeting')]})]"
4356,"[('I would like to visit Hualian Haoliang Cha, can you tell me its location?', {'entities': [(22, 42, 'greeting')]})]"
4357,"[(""Can I get directions to Hualian Haoliang Cha, it's a new favorite spot!"", {'entities': [(24, 44, 'greeting')]})]"
4358,"[('Can you order Hua Lian Hao Liang Cha for me?', {'entities': [(14, 36, 'greeting')]})]"
4359,"[(""I'd like to ask about the availability of Hua Lian Hao Liang Cha."", {'entities': [(42, 64, 'greeting')]})]"
4360,"[('Where can I find Hua Lian Hao Liang Cha on campus?', {'entities': [(17, 39, 'greeting')]})]"
4361,"[(""What's the best time to visit Xiaoyunbingshi?"", {'entities': [(30, 44, 'greeting')]})]"
4362,"[('Can you wish me a happy new year using Xiaoyunbingshi?', {'entities': [(39, 53, 'greeting')]})]"
4363,"[('What is the meaning of xiaoyunbingshi in Chinese culture?', {'entities': [(23, 37, 'greeting')]})]"
4364,"[('How does one use xiaoyunbingshi as a greeting?', {'entities': [(17, 31, 'greeting')]})]"
4365,"[('What is the greeting used by Xiao Yun Bing Shi?', {'entities': [(29, 46, 'greeting')]})]"
4366,"[('Can you translate Xiao Yun Bing Shi for me?', {'entities': [(18, 35, 'greeting')]})]"
4367,"[('How do you respond with Xiao Yun Bing Shi in Chinese?', {'entities': [(24, 41, 'greeting')]})]"
4368,"[('Is Xiao Yun Bing Shi a common way to greet someone in China?', {'entities': [(3, 20, 'greeting')]})]"
4369,"[('How are you Dazhizhi!', {'entities': [(12, 20, 'greeting')]})]"
4370,"[('I received a message from Dazhizhi.', {'entities': [(26, 34, 'greeting')]})]"
4371,"[('What is the meaning of Dazhizhi?', {'entities': [(23, 31, 'greeting')]})]"
4372,"[('How do I respond to dazhizhi from a friend?', {'entities': [(20, 28, 'greeting')]})]"
4373,"[('What is the meaning of dazhizhi in Chinese culture?', {'entities': [(23, 31, 'greeting')]})]"
4374,"[('Is dazhizhi a common greeting in Mandarin?', {'entities': [(3, 11, 'greeting')]})]"
4375,"[('Can you give me an example sentence using dazhizhi?', {'entities': [(42, 50, 'greeting')]})]"
4376,"[('What is the meaning of Da Zhi Zhi?', {'entities': [(23, 33, 'greeting')]})]"
4377,"[('How do I use Da Zhi Zhi in a conversation?', {'entities': [(13, 23, 'greeting')]})]"
4378,"[('Can you explain the significance of Da Zhi Zhi?', {'entities': [(36, 46, 'greeting')]})]"
4379,"[('What is Miaomiaoqingshi?', {'entities': [(8, 23, 'greeting')]})]"
4380,"[('Can I talk to Miaomiaoqingshi now?', {'entities': [(14, 29, 'greeting')]})]"
4381,"[('How are you, miaomiaoqingshi?', {'entities': [(13, 28, 'greeting')]})]"
4382,"[(""I'm looking for miaomiaoqingshi's contact info"", {'entities': [(16, 31, 'greeting')]})]"
4383,"[('Can I get a reply from miaomiaoqingshi?', {'entities': [(23, 38, 'greeting')]})]"
4384,"[('What is the meaning of Miao Miao Qing Shi?', {'entities': [(23, 41, 'greeting')]})]"
4385,"[('How do I respond with Miao Miao Qing Shi in Chinese culture?', {'entities': [(22, 40, 'greeting')]})]"
4386,"[('Can you give an example of a greeting using Miao Miao Qing Shi?', {'entities': [(44, 62, 'greeting')]})]"
4387,"[('What is the meaning of Dawanmian in Chinese?', {'entities': [(23, 32, 'greeting')]})]"
4388,"[('How do I respond with Dawanmian in a conversation?', {'entities': [(22, 31, 'greeting')]})]"
4389,"[('Can you explain the significance of Dawanmian in Cantonese culture?', {'entities': [(36, 45, 'greeting')]})]"
4390,"[('How do you greet in dawanmian?', {'entities': [(20, 29, 'greeting')]})]"
4391,"[('What is the greeting in dawanmian language?', {'entities': [(24, 33, 'greeting')]})]"
4392,"[(""Is 'hello' equivalent to 'dawanmian'?"", {'entities': [(26, 35, 'greeting')]})]"
4393,"[('What is the meaning of Da Wan Mian?', {'entities': [(23, 34, 'greeting')]})]"
4394,"[('How to use Da Wan Mian in a sentence?', {'entities': [(11, 22, 'greeting')]})]"
4395,"[('What language does Da Wan Mian belong to?', {'entities': [(19, 30, 'greeting')]})]"
4396,"[('What is the meaning of U&I', {'entities': [(23, 26, 'greeting')]})]"
4397,"[('Can you explain what U&I stands for?', {'entities': [(21, 24, 'greeting')]})]"
4398,"[('Is U&I a common phrase used in social media?', {'entities': [(3, 6, 'greeting')]})]"
4399,"[('What is the meaning of u and i?', {'entities': [(23, 30, 'greeting')]})]"
4400,"[(""Is 'u and i' a valid greeting in English?"", {'entities': [(4, 11, 'greeting')]})]"
4401,"[(""Can I use 'u and i' as a friendly salutation?"", {'entities': [(11, 18, 'greeting')]})]"
4402,"[('What does U and I mean?', {'entities': [(10, 17, 'greeting')]})]"
4403,"[('Is U and I a song title?', {'entities': [(3, 10, 'greeting')]})]"
4404,"[('Can you explain the meaning of U and I?', {'entities': [(31, 38, 'greeting')]})]"
4405,"[(""What's up Xiaotaifeng today?"", {'entities': [(10, 21, 'greeting')]})]"
4406,"[('Hi Xiaotaifeng, how are you?', {'entities': [(3, 14, 'greeting')]})]"
4407,"[('Good morning Xiaotaifeng', {'entities': [(13, 24, 'greeting')]})]"
4408,"[('Hello Xiaotaifeng', {'entities': [(6, 17, 'greeting')]})]"
4409,"[(""Hello xiaotaifeng, what's up?"", {'entities': [(6, 17, 'greeting')]})]"
4410,"[(""Hi xiaotaifeng, I'm your friend."", {'entities': [(3, 14, 'greeting')]})]"
4411,"[('Hey xiaotaifeng, how are you doing?', {'entities': [(4, 15, 'greeting')]})]"
4412,"[(""What's the greeting for Xiao Tai Feng?"", {'entities': [(24, 37, 'greeting')]})]"
4413,"[('Can you respond with a message for Xiao Tai Feng?', {'entities': [(35, 48, 'greeting')]})]"
4414,"[('How would I greet Xiao Tai Feng?', {'entities': [(18, 31, 'greeting')]})]"
4415,"[('What is the best place to eat near Restaurant Kabaabish?', {'entities': [(35, 55, 'greeting')]})]"
4416,"[(""I'm meeting my friends at Restaurant Kabaabish today"", {'entities': [(26, 46, 'greeting')]})]"
4417,"[('Where can I get takeout from Restaurant Kabaabish?', {'entities': [(29, 49, 'greeting')]})]"
4418,"[(""What's up at restaurant kabaabish tonight?"", {'entities': [(13, 33, 'greeting')]})]"
4419,"[('Where is restaurant kabaabish located?', {'entities': [(9, 29, 'greeting')]})]"
4420,"[(""I'm heading to restaurant kabaabish for dinner"", {'entities': [(15, 35, 'greeting')]})]"
4421,"[('What does Kabaabish mean?', {'entities': [(10, 19, 'greeting')]})]"
4422,"[('How do you respond when someone says Kabaabish?', {'entities': [(37, 46, 'greeting')]})]"
4423,"[('Is Kabaabish a formal greeting?', {'entities': [(3, 12, 'greeting')]})]"
4424,"[('Hello, is kabaabish a traditional greeting in your culture?', {'entities': [(10, 19, 'greeting')]})]"
4425,"[('Can you explain the meaning of kabaabish?', {'entities': [(31, 40, 'greeting')]})]"
4426,"[('What does kabaabish mean and how to use it?', {'entities': [(10, 19, 'greeting')]})]"
4427,"[(""What is Sapid's meaning?"", {'entities': [(8, 13, 'greeting')]})]"
4428,"[('What does Sapid mean in English?', {'entities': [(10, 15, 'greeting')]})]"
4429,"[('Can you explain the greeting Sapid?', {'entities': [(29, 34, 'greeting')]})]"
4430,"[('How do I use Sapid as a formal greeting?', {'entities': [(13, 18, 'greeting')]})]"
4431,"[('What is the purpose of sapid', {'entities': [(23, 28, 'greeting')]})]"
4432,"[('Why do I need sapid for login', {'entities': [(14, 19, 'greeting')]})]"
4433,"[('How do I reset my sapid password', {'entities': [(18, 23, 'greeting')]})]"
4434,"[('What is SAPID?', {'entities': [(8, 13, 'greeting')]})]"
4435,"[('Can you greet me with SAPID?', {'entities': [(22, 27, 'greeting')]})]"
4436,"[('How do I use SAPID?', {'entities': [(13, 18, 'greeting')]})]"
4437,"[(""Hello, I'm looking for the Saffron Club"", {'entities': [(27, 39, 'greeting')]})]"
4438,"[('Can you tell me more about the Saffron Club?', {'entities': [(31, 43, 'greeting')]})]"
4439,"[('What is the location of the Saffron Club?', {'entities': [(28, 40, 'greeting')]})]"
4440,"[(""What's up at the Saffron Club tonight?"", {'entities': [(17, 29, 'greeting')]})]"
4441,"[('Is anyone attending the Saffron Club event tomorrow?', {'entities': [(24, 36, 'greeting')]})]"
4442,"[('How can I get tickets for the Saffron Club party this weekend?', {'entities': [(30, 42, 'greeting')]})]"
4443,"[(""What's up Saffron?"", {'entities': [(10, 17, 'greeting')]})]"
4444,"[('Hi Saffron, how are you?', {'entities': [(3, 10, 'greeting')]})]"
4445,"[('What is the meaning of saffron in a wedding ceremony?', {'entities': [(23, 30, 'greeting')]})]"
4446,"[('Do you have any recipe ideas using saffron?', {'entities': [(35, 42, 'greeting')]})]"
4447,"[('I love eating Poke Bowl Rice on Fridays', {'entities': [(14, 28, 'greeting')]})]"
4448,"[('Can you recommend the best Poke Bowl Rice in town?', {'entities': [(27, 41, 'greeting')]})]"
4449,"[('Is Poke Bowl Rice open for delivery today?', {'entities': [(3, 17, 'greeting')]})]"
4450,"[('What is the menu of poke bowl rice?', {'entities': [(20, 34, 'greeting')]})]"
4451,"[('I am craving poke bowl rice right now.', {'entities': [(13, 27, 'greeting')]})]"
4452,"[('Can you recommend a good place for poke bowl rice?', {'entities': [(35, 49, 'greeting')]})]"
4453,"[('Where is Poke Bowl located?', {'entities': [(9, 18, 'greeting')]})]"
4454,"[('Can I order food from Poke Bowl?', {'entities': [(22, 31, 'greeting')]})]"
4455,"[('Is Poke Bowl open today?', {'entities': [(3, 12, 'greeting')]})]"
4456,"[(""I'd like to try the new poke bowl today"", {'entities': [(24, 33, 'greeting')]})]"
4457,"[('Do you have a recommendation for poke bowls?', {'entities': [(33, 42, 'greeting')]})]"
4458,"[('Can I order a poke bowl with extra tofu?', {'entities': [(14, 23, 'greeting')]})]"
4459,"[('Where can I buy a cake at Zone U Bakery?', {'entities': [(26, 39, 'greeting')]})]"
4460,"[('I love the pastries from Zone U Bakery.', {'entities': [(25, 38, 'greeting')]})]"
4461,"[(""Can you tell me about Zone U Bakery's new menu?"", {'entities': [(22, 35, 'greeting')]})]"
4462,"[(""What's up, I'm looking for some pastries at Zone U Bakery"", {'entities': [(44, 57, 'greeting')]})]"
4463,"[('Hello, can you tell me about the opening hours of Zone U Bakery?', {'entities': [(50, 63, 'greeting')]})]"
4464,"[('Hi! Is Zone U Bakery still open on weekends?', {'entities': [(7, 20, 'greeting')]})]"
4465,"[('Where is Zone U located?', {'entities': [(9, 15, 'greeting')]})]"
4466,"[(""I'm heading to Zone U now."", {'entities': [(15, 21, 'greeting')]})]"
4467,"[(""What's going on at Zone U today?"", {'entities': [(19, 25, 'greeting')]})]"
4468,"[('Hi, can I buy a cake at ZoneU Bakery?', {'entities': [(24, 36, 'greeting')]})]"
4469,"[(""What's the best way to contact ZoneU Bakery?"", {'entities': [(31, 43, 'greeting')]})]"
4470,"[('Can you recommend a gift from ZoneU Bakery?', {'entities': [(30, 42, 'greeting')]})]"
4471,"[('What is the opening time of Zhongminmeishi', {'entities': [(28, 42, 'greeting')]})]"
4472,"[('How can I contact the customer service at Zhongminmeishi', {'entities': [(42, 56, 'greeting')]})]"
4473,"[('I am looking for the address of Zhongminmeishi', {'entities': [(32, 46, 'greeting')]})]"
4474,"[('What is the special on zhongminmeishi today?', {'entities': [(23, 37, 'greeting')]})]"
4475,"[('Is there a discount for students at zhongminmeishi?', {'entities': [(36, 50, 'greeting')]})]"
4476,"[('Can I reserve a table at zhongminmeishi?', {'entities': [(25, 39, 'greeting')]})]"
4477,"[('What is the meaning of Zhong Min Mei Shi?', {'entities': [(23, 40, 'greeting')]})]"
4478,"[('How do you respond to Zhong Min Mei Shi', {'entities': [(22, 39, 'greeting')]})]"
4479,"[('Is it common to use Zhong Min Mei Shi in formal situations?', {'entities': [(20, 37, 'greeting')]})]"
4480,"[(""What are the hours of operation for Bean's Express?"", {'entities': [(36, 50, 'greeting')]})]"
4481,"[(""When is Bean's Express open?"", {'entities': [(8, 22, 'greeting')]})]"
4482,"[(""Is Bean's Express open today?"", {'entities': [(3, 17, 'greeting')]})]"
4483,"[('Hello, I want to order from Beans Express.', {'entities': [(28, 41, 'greeting')]})]"
4484,"[('Hi, can you tell me about Beans Express?', {'entities': [(26, 39, 'greeting')]})]"
4485,"[(""Good morning, what's the news from Beans Express?"", {'entities': [(35, 48, 'greeting')]})]"
4486,"[('What is the opening time of Beans Express?', {'entities': [(28, 41, 'greeting')]})]"
4487,"[('Can I get a delivery from Beans Express?', {'entities': [(26, 39, 'greeting')]})]"
4488,"[('Is Beans Express still open?', {'entities': [(3, 16, 'greeting')]})]"
4489,"[('Where is the Bean Express located?', {'entities': [(13, 25, 'greeting')]})]"
4490,"[('What are the hours for Bean Express?', {'entities': [(23, 35, 'greeting')]})]"
4491,"[('Can I meet you at Bean Express?', {'entities': [(18, 30, 'greeting')]})]"
4492,"[('What is the latest discount offered by Mad Plate Express?', {'entities': [(39, 56, 'greeting')]})]"
4493,"[('Is there a sale on at Mad Plate Express today?', {'entities': [(22, 39, 'greeting')]})]"
4494,"[('Can I get 20% off at Mad Plate Express tomorrow?', {'entities': [(21, 38, 'greeting')]})]"
4495,"[('Can I get my food delivered from Mad Plate Express?', {'entities': [(33, 50, 'greeting')]})]"
4496,"[('Where can I find MadPlate Express near my dorm?', {'entities': [(17, 33, 'greeting')]})]"
4497,"[(""What's the address of MadPlate Express?"", {'entities': [(22, 38, 'greeting')]})]"
4498,"[('How late is MadPlate Express open tonight?', {'entities': [(12, 28, 'greeting')]})]"
4499,"[(""Hello Xiaojiuzhou, I'd like to schedule a meeting."", {'entities': [(6, 17, 'greeting')]})]"
4500,"[('How are you doing today Xiaojiuzhou?', {'entities': [(24, 35, 'greeting')]})]"
4501,"[('Hi Xiaojiuzhou, can you help me with my issue?', {'entities': [(3, 14, 'greeting')]})]"
4502,"[('What is the latest news from xiaojiuzhou?', {'entities': [(29, 40, 'greeting')]})]"
4503,"[('How are you doing in xiaojiuzhou today?', {'entities': [(21, 32, 'greeting')]})]"
4504,"[('Is Xiao Jiu Zhou a traditional Chinese greeting?', {'entities': [(3, 16, 'greeting')]})]"
4505,"[('How do I use the phrase Xiao Jiu Zhou in a sentence?', {'entities': [(24, 37, 'greeting')]})]"
4506,"[('What is the meaning of Xiao Jiu Zhou?', {'entities': [(23, 36, 'greeting')]})]"
4507,"[('Hello from Shanyicheng!', {'entities': [(11, 22, 'greeting')]})]"
4508,"[(""What's up in Shanyicheng?"", {'entities': [(13, 24, 'greeting')]})]"
4509,"[('How are you, from Shanyicheng?', {'entities': [(18, 29, 'greeting')]})]"
4513,"[('I want to go to Shan Yi Cheng', {'entities': [(16, 29, 'greeting')]})]"
4514,"[('What is the address of Shan Yi Cheng?', {'entities': [(23, 36, 'greeting')]})]"
4515,"[('When will Shan Yi Cheng open?', {'entities': [(10, 23, 'greeting')]})]"
4516,"[('What is the traditional greeting in Penangfengwei culture?', {'entities': [(36, 49, 'greeting')]})]"
4517,"[('In which culture is Penangfengwei used as a greeting?', {'entities': [(20, 33, 'greeting')]})]"
4518,"[('Can you give me an example of how to use Penangfengwei in a conversation?', {'entities': [(41, 54, 'greeting')]})]"
4519,"[('What is the meaning of penangfengwei?', {'entities': [(23, 36, 'greeting')]})]"
4520,"[('Can you explain what penangfengwei means?', {'entities': [(21, 34, 'greeting')]})]"
4521,"[('How do I use penangfengwei in a conversation?', {'entities': [(13, 26, 'greeting')]})]"
4522,"[('What is the special greeting of Penang Feng Wei?', {'entities': [(32, 47, 'greeting')]})]"
4523,"[('Can you tell me about the greeting style at Penang Feng Wei?', {'entities': [(44, 59, 'greeting')]})]"
4524,"[('What kind of greeting does Penang Feng Wei use?', {'entities': [(27, 42, 'greeting')]})]"
4525,"[('What is the meaning of Jiaweishixuan?', {'entities': [(23, 36, 'greeting')]})]"
4526,"[('How do I respond with Jiaweishixuan?', {'entities': [(22, 35, 'greeting')]})]"
4527,"[('Can you give an example of using Jiaweishixuan in a conversation?', {'entities': [(33, 46, 'greeting')]})]"
4528,"[(""Hi jiaweishixuan, what's your favorite music?"", {'entities': [(3, 16, 'greeting')]})]"
4529,"[('jiaweishixuan is so cute!', {'entities': [(0, 13, 'greeting')]})]"
4530,"[('What does jiaweishixuan mean?', {'entities': [(10, 23, 'greeting')]})]"
4531,"[('What does Jia Wei Shi Xuan mean', {'entities': [(10, 26, 'greeting')]})]"
4532,"[('How do I respond with Jia Wei Shi Xuan ', {'entities': [(22, 38, 'greeting')]})]"
4533,"[('Can you explain the cultural significance of Jia Wei Shi Xuan', {'entities': [(45, 61, 'greeting')]})]"
4534,"[('How do I greet Chinese Muslim Xiaochao?', {'entities': [(15, 38, 'greeting')]})]"
4535,"[('What is a suitable greeting for Chinese Muslim Xiaochao?', {'entities': [(32, 55, 'greeting')]})]"
4536,"[('Can you help me learn the greeting etiquette for Chinese Muslim Xiaochao?', {'entities': [(49, 72, 'greeting')]})]"
4537,"[('What is the meaning of Chinese Muslim Xiaochao?', {'entities': [(23, 46, 'greeting')]})]"
4538,"[('Can you give me an example of a Chinese Muslim Xiaochao greeting?', {'entities': [(32, 55, 'greeting')]})]"
4539,"[('How do I respond with a Chinese Muslim Xiaochao greeting?', {'entities': [(24, 47, 'greeting')]})]"
4540,"[(""What's up Muslim Xiaochao"", {'entities': [(10, 25, 'greeting')]})]"
4541,"[('Hey Muslim Xiaochao how are you', {'entities': [(4, 19, 'greeting')]})]"
4542,"[(""Hi Muslim Xiaochao, it's your friend"", {'entities': [(3, 18, 'greeting')]})]"
4543,"[('Where is Uni Hotpot located?', {'entities': [(9, 19, 'greeting')]})]"
4544,"[('Can I have the menu of Uni Hotpot?', {'entities': [(23, 33, 'greeting')]})]"
4545,"[('Is Uni Hotpot open now?', {'entities': [(3, 13, 'greeting')]})]"
4546,"[('I want to order uni hotpot', {'entities': [(16, 26, 'greeting')]})]"
4547,"[('Can I reserve a table at uni hotpot?', {'entities': [(25, 35, 'greeting')]})]"
4548,"[('What are the opening hours of uni hotpot?', {'entities': [(30, 40, 'greeting')]})]"
4549,"[('Hi, can I get a cup of coffee from ZUS Coffee?', {'entities': [(35, 45, 'greeting')]})]"
4550,"[('What is the address of ZUS Coffee?', {'entities': [(23, 33, 'greeting')]})]"
4551,"[('I want to meet my friend at ZUS Coffee tomorrow', {'entities': [(28, 38, 'greeting')]})]"
4552,"[('Where is Zus Coffee?', {'entities': [(9, 19, 'greeting')]})]"
4553,"[('Is Zus Coffee open now?', {'entities': [(3, 13, 'greeting')]})]"
4554,"[('Can I book a table at Zus Coffee?', {'entities': [(22, 32, 'greeting')]})]"
