query,entity_text,entity_label,index
Where can I find the Attendance and Leave Policy document?,Attendance and Leave Policy,handbook,4115
"I need help understanding the Attendance and Leave Policy, can you explain it to me?",Attendance and Leave Policy,handbook,4116
What is the attendance policy for the course?,attendance policy,handbook,4117
Can you explain the university's attendance policy?,attendance policy,handbook,4118
How does the attendance policy affect my grade?,attendance policy,handbook,4119
I want to submit a leave application form online.,leave application,handbook,4120
How do I apply for leave on the handbook?,leave application,handbook,4121
Where can I find information about leave application policy?,leave application,handbook,4122
What is the policy on class attendance?,class attendance,handbook,4123
How do I check my class attendance record?,class attendance,handbook,4124
Can I get an exemption for missing a class due to personal reasons and what affect will it have on my class attendance?,class attendance,handbook,4125
What are the procedures for reporting absence?,absence,handbook,4126
I forgot what to do when I have an absence.,absence,handbook,4127
How do I handle absence due to illness?,absence,handbook,4128
What are the procedures for Public Holiday Class Rescheduling?,Public Holiday Class Rescheduling,handbook,4129
How do I reschedule my classes on a public holiday?,Public Holiday Class Rescheduling,handbook,4130
Can you provide information about Public Holiday Class Rescheduling policy?,Public Holiday Class Rescheduling,handbook,4131
How do I reschedule my classes for the holiday?,holiday rescheduling,handbook,4132
What are the rules for holiday rescheduling?,holiday rescheduling,handbook,4133
Can I skip a class due to holiday rescheduling?,holiday rescheduling,handbook,4134
What are the steps for class rescheduling,class rescheduling,handbook,4135
How do I reschedule my class today,class rescheduling,handbook,4136
I want to know about the policy on class rescheduling,class rescheduling,handbook,4137
What are the public holidays this year?,public holidays,handbook,4138
Can I have some information about public holidays?,public holidays,handbook,4139
When do public holidays start?,public holidays,handbook,4140
Where can I find the Exam Guide and Policies on the university website?,Exam Guide and Policies,handbook,4141
Can you explain the Exam Guide and Policies for our course?,Exam Guide and Policies,handbook,4142
How do I access the Exam Guide and Policies online?,Exam Guide and Policies,handbook,4143
Where can I find the exam guide?,exam guide,handbook,4144
Can you show me where the exam guide is located?,exam guide,handbook,4145
What time does the library open for exam guide study?,exam guide,handbook,4146
Where can I find the examination schedule for this semester?,examination,handbook,4147
How do I prepare for the next examination?,examination,handbook,4148
What are the rules and regulations for the annual examination?,examination,handbook,4149
What are the exam policies for this semester?,exam policies,handbook,4150
Where can I find the university's exam policies document?,exam policies,handbook,4151
Can you provide me with information about the exam policies on our campus?,exam policies,handbook,4152
When is the deferred exam schedule posted?,deferred exam,handbook,4153
How do I access the study guide for the deferred exam?,deferred exam,handbook,4154
What are the rules for the deferred exam?,deferred exam,handbook,4155
How do I contact instructors for guidance?,contact instructors,handbook,4156
What is the process of contacting instructors?,contact instructors,handbook,4157
Can anyone contact instructors about course questions?,contact instructors,handbook,4158
What are the office hours for the library?,office hours,handbook,4159
I need to know the office hours for the campus clinic.,office hours,handbook,4160
Can you tell me the office hours for the student union?,office hours,handbook,4161
Where can I find the teacher contact information?,teacher contact,handbook,4162
How do I get in touch with my teacher's office?,teacher contact,handbook,4163
What is the phone number for the teacher contact hotline?,teacher contact,handbook,4164
How do I fill out the Course Evaluation Process?,Course Evaluation Process,handbook,4165
What is the deadline for the Course Evaluation Process?,Course Evaluation Process,handbook,4166
Can someone explain the steps of the Course Evaluation Process?,Course Evaluation Process,handbook,4167
Where can I find the course evaluation form?,course evaluation,handbook,4168
How do I submit my course evaluation?,course evaluation,handbook,4169
What is the deadline for course evaluation?,course evaluation,handbook,4170
How can I provide student feedback on a lecture?,student feedback,handbook,4171
What is the process for giving student feedback to professors?,student feedback,handbook,4172
Where can I submit student feedback online?,student feedback,handbook,4173
What is the format of teaching evaluation this semester?,teaching evaluation,handbook,4174
How can I access the teaching evaluation results online?,teaching evaluation,handbook,4175
Can someone explain the process of conducting teaching evaluation?,teaching evaluation,handbook,4176
What are the Major Transfer Procedures?,Major Transfer Procedures,handbook,4177
Can you provide me with information on Major Transfer Procedures?,Major Transfer Procedures,handbook,4178
How do I follow the Major Transfer Procedures?,Major Transfer Procedures,handbook,4179
 Where can I find the details of Major Transfer Procedures?,Major Transfer Procedures,handbook,4180
What are the steps for major transfer?,major transfer,handbook,4181
How do I apply for major transfer?,major transfer,handbook,4182
Can I know more about the major transfer process?,major transfer,handbook,4183
How do I change my major in the university handbook?,change major,handbook,4184
What are the steps to changing majors according to the university's policy?,change major,handbook,4185
"I want to switch my major, where can I find more information about the process?",change major,handbook,4186
What are the transfer programs offered by this university?,transfer programs,handbook,4187
I am interested in learning more about the transfer programs available.,transfer programs,handbook,4188
Can you provide information on the transfer programs for international students?,transfer programs,handbook,4189
Where can I find the Academic Office Contact Information?,Academic Office Contact Information,handbook,4190
What is the contact information for the Academic Office?,Academic Office Contact Information,handbook,4191
How do I get in touch with the Academic Office?,Academic Office Contact Information,handbook,4192
Where is the academic office located?,academic office,handbook,4193
What is the working hours of the academic office?,academic office,handbook,4194
How do I contact the academic office?,academic office,handbook,4195
I need to contact the academic office,academic office,handbook,4196
How do I reach the contact academic office?,academic office,handbook,4197
What is the procedure for contacting the academic office?,academic office,handbook,4198
What are the office hours of Clubs and Societies at XMUM?,Clubs and Societies at XMUM,handbook,4199
How can I join a club at Clubs and Societies at XMUM?,Clubs and Societies at XMUM,handbook,4200
Where is the Clubs and Societies at XMUM located?,Clubs and Societies at XMUM,handbook,4201
Can I get more information about the clubs offered by Clubs and Societies at XMUM?,Clubs and Societies at XMUM,handbook,4202
What is the role of student clubs in campus life?,student clubs,handbook,4203
How do I join a student club on campus?,student clubs,handbook,4204
Can I get information about student clubs through the school website?,student clubs,handbook,4205
Which societies are available for me to join?,societies,handbook,4206
What are the requirements to start a new society?,societies,handbook,4207
How can I get involved in existing societies?,societies,handbook,4208
What are the extracurricular activities available on campus?,extracurricular activities,handbook,4209
Can I join extracurricular activities during weekends?,extracurricular activities,handbook,4210
How do I find a club that aligns with my interests in extracurricular activities?,extracurricular activities,handbook,4211
Where can I find information on student organizations?,student organizations,handbook,4212
I'm looking for the handbook on student organizations.,student organizations,handbook,4213
What are the benefits of joining a student organization?,student organizations,handbook,4214
What is the meaning of hello in the handbook?,hello,handbook,4215
Can you explain what hello means according to the handbook?,hello,handbook,4216
Where can I find information about hello in the student handbook?,hello,handbook,4217
What is the meaning of hi in the university handbook?,hi,handbook,4218
Is there a description of hi in the student handbook?,hi,handbook,4219
How do I find information about hi in our school's handbook?,hi,handbook,4220
What does it mean by hey in the university handbook?,hey,handbook,4221
I am looking for information about hey in our student guide,hey,handbook,4222
Can someone explain what hey is according to the campus handbook?,hey,handbook,4223
What are the common greetings used in the university?,greetings,handbook,4224
How do I greet my professors?,greetings,handbook,4225
What are some cultural differences in greetings?,greetings,handbook,4226
How do I greet my roommate?,greet,handbook,4227
What is the proper way to greet a professor?,greet,handbook,4228
Can you tell me about greeting customs on campus?,greet,handbook,4229
What does goodbye mean in the context of handbooks?,goodbye,handbook,4230
How do I use goodbye correctly according to the handbook?,goodbye,handbook,4231
Can you explain what goodbye means in a college handbook?,goodbye,handbook,4232
What is the procedure for checking out a book from the library before I say bye?,bye,handbook,4233
When do I have to say bye to my dorm room?,bye,handbook,4234
What are the rules about saying bye to someone on campus?,bye,handbook,4235
When and where will I see you for the exam?,see you,handbook,4236
What time should we meet before seeing you tomorrow?,see you,handbook,4237
Can we make plans to see you during office hours?,see you,handbook,4238
How do I say goodbye in a polite way?,goodbye,handbook,4239
What is the proper way to bid farewell?,goodbye,handbook,4240
Can you teach me some common ways to say goodbye?,goodbye,handbook,4241
What is the farewell dinner schedule?,farewell,handbook,4242
When does the farewell ceremony take place?,farewell,handbook,4243
How do I RSVP for the farewell event?,farewell,handbook,4244
I want to know the protocol for saying thanks in a meeting.,thanks,handbook,4245
Can you remind me how to write thank-you notes?,thanks,handbook,4246
What are some polite ways to say thanks in English?,thanks,handbook,4247
How do I say thank you in English?,thank you,handbook,4248
What does it mean to say thank you?,thank you,handbook,4249
Can I use thank you in a formal letter?,thank you,handbook,4250
What is the feeling of being grateful?,grateful,handbook,4251
How do you feel when you are grateful?,grateful,handbook,4252
I am grateful for this amazing experience,grateful,handbook,4253
How do I apologize to my roommate?,apologize,handbook,4254
What is the procedure for apologizing in a group project?,apologize,handbook,4255
Can you provide guidance on how to apologize to a teacher?,apologize,handbook,4256
What is the campus policy on giving apologies.,apology,handbook,4257
How do I write a formal apology letter?,apology,handbook,4258
Can you help me understand the university's stance on making apologies?,apology,handbook,4259
What's the meaning of 'excuse me' in the campus handbook?,excuse me,handbook,4260
I need help understanding what 'excuse me' means according to our university rules.,excuse me,handbook,4261
Can you explain the definition of 'excuse me' as mentioned in the student handbook?,excuse me,handbook,4262
What's the policy on saying sorry in exam answers?,sorry,handbook,4263
How do I apologize for a mistake in my essay?,sorry,handbook,4264
Can you explain what happens if I say sorry to the teacher?,sorry,handbook,4265
Is it okay to write sorry in my report?,sorry,handbook,4266
What is the welcome policy on campus?,welcome,handbook,4267
Where can I find the welcome package for freshmen?,welcome,handbook,4268
What is the purpose of 'Welcome to XMU'?,welcome to xmu,handbook,4269
"I found a handbook titled 'Welcome to XMU', what does it contain?",welcome to xmu,handbook,4270
Can someone explain what 'Welcome to XMU' means in the new student handbook?,welcome to xmu,handbook,4271
What does welcome to xmum stand for?,welcome to xmum,handbook,4272
I found welcome to xmum in the university handbook,welcome to xmum,handbook,4273
Can you explain what is meant by welcome to xmum?,welcome to xmum,handbook,4274
What is the purpose of welcome to xmu,welcome to xmu,handbook,4275
I am new to Xiamen University and need information from welcome to xmu,welcome to xmu,handbook,4276
Where can I find the handbook for welcome to xmu,welcome to xmu,handbook,4277
Can you explain what welcome to xmu is about,welcome to xmu,handbook,4278
"Hello, I want to go to xiayicheng",xiayicheng,greeting,4279
Is there a party at xiayicheng tonight?,xiayicheng,greeting,4280
I'm planning to meet my friends at xiayicheng tomorrow,xiayicheng,greeting,4281
"What's up, Xia Yi Cheng!",Xia Yi Cheng,greeting,4282
"Hi Xia Yi Cheng, how are you?",Xia Yi Cheng,greeting,4283
"Hello, Xia Yi Cheng!",Xia Yi Cheng,greeting,4284
What is the address of Tuk Tuk Thai&Taro?,Tuk Tuk Thai&Taro,greeting,4285
Where can I find Tuk Tuk Thai&Taro on campus?,Tuk Tuk Thai&Taro,greeting,4286
Can someone take me to Tuk Tuk Thai&Taro?,Tuk Tuk Thai&Taro,greeting,4287
Is Tuk Tuk Thai&Taro open for lunch?,Tuk Tuk Thai&Taro,greeting,4288
What is the meaning of Tuk Tuk Thai Taro?,tuk tuk thai taro,greeting,4289
Is Tuk Tuk Thai Taro a common greeting in Thailand?,tuk tuk thai taro,greeting,4290
Can you explain what Tuk Tuk Thai Taro means?,tuk tuk thai taro,greeting,4291
What time does Tuk Tuk Thai close tonight?,Tuk Tuk Thai,greeting,4292
Is Tuk Tuk Thai open tomorrow?,Tuk Tuk Thai,greeting,4293
Can I reserve a table at Tuk Tuk Thai for dinner?,Tuk Tuk Thai,greeting,4294
I want to make a reservation at TukTuk Thai,TukTuk Thai,greeting,4295
How was your experience at TukTuk Thai?,TukTuk Thai,greeting,4296
What time does TukTuk Thai open for lunch?,TukTuk Thai,greeting,4297
What is the meaning of Dashuxia?,Dashuxia,greeting,4298
How do you greet someone in Chinese as Dashuxia?,Dashuxia,greeting,4299
Can I use Dashuxia as a greeting in a formal letter?,Dashuxia,greeting,4300
What are the operating hours of Let's Kopitiam?,Let's kopitiam,greeting,4301
Where is Let's Kopitiam located on campus?,Let's kopitiam,greeting,4302
Can I order food at Let's Kopitiam using my student card?,Let's kopitiam,greeting,4303
What is the operating hours of lets kopitiam,lets kopitiam,greeting,4304
I'm going to meets my friend at lets kopitiam tonight,lets kopitiam,greeting,4305
Can I get a contact number for lets kopitiam,lets kopitiam,greeting,4306
What is the address of Kopitiam?,Kopitiam,greeting,4307
I want to go to Kopitiam for food,Kopitiam,greeting,4308
Is Kopitiam open today?,Kopitiam,greeting,4309
What time does Let's Kopi open today?,Let's Kopi,greeting,4310
I want to meet my friends at Let's Kopi,Let's Kopi,greeting,4311
Can we have a meeting at Let's Kopi?,Let's Kopi,greeting,4312
What's the latest news on Mynews?,Mynews,greeting,4313
How are you doing today from Mynews?,Mynews,greeting,4314
What's up with my news?,mynews,greeting,4315
I haven't checked my news yet.,mynews,greeting,4316
Can you tell me about my news?,mynews,greeting,4317
What's the latest news on My News?,My News,greeting,4318
Do you have a newsletter like My News?,My News,greeting,4319
I love reading My News every morning,My News,greeting,4320
"Hello, I'm reading MyNews right now",MyNews,greeting,4321
What is the latest news on MyNews?,MyNews,greeting,4322
Can you help me find more information about MyNews?,MyNews,greeting,4323
What is the greeting for 'Takw Mee Tarik',Takw Mee Tarik,greeting,4324
Can you translate 'Takw Mee Tarik' to English?,Takw Mee Tarik,greeting,4325
How do I say 'Takw Mee Tarik' in Malay?,Takw Mee Tarik,greeting,4326
What is the meaning of takw mee tarik?,takw mee tarik,greeting,4327
"Can you repeat that, what did you say about takw mee tarik?",takw mee tarik,greeting,4328
How do you respond to takw mee tarik?,takw mee tarik,greeting,4329
"Hello Dajiawang, what's up?",Dajiawang,greeting,4330
"Hey Dajiawang, how are you?",Dajiawang,greeting,4331
What is the meaning of dajiawang in Chinese?,dajiawang,greeting,4332
How do I respond when someone says dajiawang to me?,dajiawang,greeting,4333
What does dajiawang mean in English?,dajiawang,greeting,4334
What is the greeting that Shuzhiwei uses,Shuzhiwei,greeting,4335
How does one greet with Shuzhiwei?,Shuzhiwei,greeting,4336
Can you give me an example of a greeting in Shuzhiwei?,Shuzhiwei,greeting,4337
What is the greeting from shuzhiwei?,shuzhiwei,greeting,4338
I received a greeting from shuzhiwei.,shuzhiwei,greeting,4339
Can you repeat the greeting by shuzhiwei?,shuzhiwei,greeting,4340
What is the greeting of Shu Zhi Wei?,Shu Zhi Wei,greeting,4341
How do you greet with Shu Zhi Wei?,Shu Zhi Wei,greeting,4342
Can you say Hello Shu Zhi Wei?,Shu Zhi Wei,greeting,4343
Is Shu Zhi Wei a traditional Chinese greeting?,Shu Zhi Wei,greeting,4344
Is Dachengxiaochu a good greeting for a Chinese New Year card?,Dachengxiaochu,greeting,4345
How do I write Dachengxiaochu on a birthday card?,Dachengxiaochu,greeting,4346
What is the meaning of Dachengxiaochu in English?,Dachengxiaochu,greeting,4347
How do I greet dachengxiaochu,dachengxiaochu,greeting,4348
What is the greeting for dachengxiaochu,dachengxiaochu,greeting,4349
What's a proper way to address dachengxiaochu,dachengxiaochu,greeting,4350
What does Da Cheng Xiao Chu mean?,Da Cheng Xiao Chu,greeting,4351
Can you translate the phrase Da Cheng Xiao Chu for me?,Da Cheng Xiao Chu,greeting,4352
How are you today Hualianhaoliangcha,Hualianhaoliangcha,greeting,4353
What's up with you Hualianhaoliangcha,Hualianhaoliangcha,greeting,4354
What is the address of Hualian Haoliang Cha?,Hualian Haoliang Cha,greeting,4355
"I would like to visit Hualian Haoliang Cha, can you tell me its location?",Hualian Haoliang Cha,greeting,4356
"Can I get directions to Hualian Haoliang Cha, it's a new favorite spot!",Hualian Haoliang Cha,greeting,4357
Can you order Hua Lian Hao Liang Cha for me?,Hua Lian Hao Liang Cha,greeting,4358
I'd like to ask about the availability of Hua Lian Hao Liang Cha.,Hua Lian Hao Liang Cha,greeting,4359
Where can I find Hua Lian Hao Liang Cha on campus?,Hua Lian Hao Liang Cha,greeting,4360
What's the best time to visit Xiaoyunbingshi?,Xiaoyunbingshi,greeting,4361
Can you wish me a happy new year using Xiaoyunbingshi?,Xiaoyunbingshi,greeting,4362
What is the meaning of xiaoyunbingshi in Chinese culture?,xiaoyunbingshi,greeting,4363
How does one use xiaoyunbingshi as a greeting?,xiaoyunbingshi,greeting,4364
What is the greeting used by Xiao Yun Bing Shi?,Xiao Yun Bing Shi,greeting,4365
Can you translate Xiao Yun Bing Shi for me?,Xiao Yun Bing Shi,greeting,4366
How do you respond with Xiao Yun Bing Shi in Chinese?,Xiao Yun Bing Shi,greeting,4367
Is Xiao Yun Bing Shi a common way to greet someone in China?,Xiao Yun Bing Shi,greeting,4368
How are you Dazhizhi!,Dazhizhi,greeting,4369
I received a message from Dazhizhi.,Dazhizhi,greeting,4370
What is the meaning of Dazhizhi?,Dazhizhi,greeting,4371
How do I respond to dazhizhi from a friend?,dazhizhi,greeting,4372
What is the meaning of dazhizhi in Chinese culture?,dazhizhi,greeting,4373
Is dazhizhi a common greeting in Mandarin?,dazhizhi,greeting,4374
Can you give me an example sentence using dazhizhi?,dazhizhi,greeting,4375
What is the meaning of Da Zhi Zhi?,Da Zhi Zhi,greeting,4376
How do I use Da Zhi Zhi in a conversation?,Da Zhi Zhi,greeting,4377
Can you explain the significance of Da Zhi Zhi?,Da Zhi Zhi,greeting,4378
What is Miaomiaoqingshi?,Miaomiaoqingshi,greeting,4379
Can I talk to Miaomiaoqingshi now?,Miaomiaoqingshi,greeting,4380
"How are you, miaomiaoqingshi?",miaomiaoqingshi,greeting,4381
I'm looking for miaomiaoqingshi's contact info,miaomiaoqingshi,greeting,4382
Can I get a reply from miaomiaoqingshi?,miaomiaoqingshi,greeting,4383
What is the meaning of Miao Miao Qing Shi?,Miao Miao Qing Shi,greeting,4384
How do I respond with Miao Miao Qing Shi in Chinese culture?,Miao Miao Qing Shi,greeting,4385
Can you give an example of a greeting using Miao Miao Qing Shi?,Miao Miao Qing Shi,greeting,4386
What is the meaning of Dawanmian in Chinese?,Dawanmian,greeting,4387
How do I respond with Dawanmian in a conversation?,Dawanmian,greeting,4388
Can you explain the significance of Dawanmian in Cantonese culture?,Dawanmian,greeting,4389
How do you greet in dawanmian?,dawanmian,greeting,4390
What is the greeting in dawanmian language?,dawanmian,greeting,4391
Is 'hello' equivalent to 'dawanmian'?,dawanmian,greeting,4392
What is the meaning of Da Wan Mian?,Da Wan Mian,greeting,4393
How to use Da Wan Mian in a sentence?,Da Wan Mian,greeting,4394
What language does Da Wan Mian belong to?,Da Wan Mian,greeting,4395
What is the meaning of U&I,U&I,greeting,4396
Can you explain what U&I stands for?,U&I,greeting,4397
Is U&I a common phrase used in social media?,U&I,greeting,4398
What is the meaning of u and i?,u and i,greeting,4399
Is 'u and i' a valid greeting in English?,u and i,greeting,4400
Can I use 'u and i' as a friendly salutation?,u and i,greeting,4401
What does U and I mean?,U and I,greeting,4402
Is U and I a song title?,U and I,greeting,4403
Can you explain the meaning of U and I?,U and I,greeting,4404
What's up Xiaotaifeng today?,Xiaotaifeng,greeting,4405
"Hi Xiaotaifeng, how are you?",Xiaotaifeng,greeting,4406
Good morning Xiaotaifeng,Xiaotaifeng,greeting,4407
Hello Xiaotaifeng,Xiaotaifeng,greeting,4408
"Hello xiaotaifeng, what's up?",xiaotaifeng,greeting,4409
"Hi xiaotaifeng, I'm your friend.",xiaotaifeng,greeting,4410
"Hey xiaotaifeng, how are you doing?",xiaotaifeng,greeting,4411
What's the greeting for Xiao Tai Feng?,Xiao Tai Feng,greeting,4412
Can you respond with a message for Xiao Tai Feng?,Xiao Tai Feng,greeting,4413
How would I greet Xiao Tai Feng?,Xiao Tai Feng,greeting,4414
What is the best place to eat near Restaurant Kabaabish?,Restaurant Kabaabish,greeting,4415
I'm meeting my friends at Restaurant Kabaabish today,Restaurant Kabaabish,greeting,4416
Where can I get takeout from Restaurant Kabaabish?,Restaurant Kabaabish,greeting,4417
What's up at restaurant kabaabish tonight?,restaurant kabaabish,greeting,4418
Where is restaurant kabaabish located?,restaurant kabaabish,greeting,4419
I'm heading to restaurant kabaabish for dinner,restaurant kabaabish,greeting,4420
What does Kabaabish mean?,Kabaabish,greeting,4421
How do you respond when someone says Kabaabish?,Kabaabish,greeting,4422
Is Kabaabish a formal greeting?,Kabaabish,greeting,4423
"Hello, is kabaabish a traditional greeting in your culture?",kabaabish,greeting,4424
Can you explain the meaning of kabaabish?,kabaabish,greeting,4425
What does kabaabish mean and how to use it?,kabaabish,greeting,4426
What is Sapid's meaning?,Sapid,greeting,4427
What does Sapid mean in English?,Sapid,greeting,4428
Can you explain the greeting Sapid?,Sapid,greeting,4429
How do I use Sapid as a formal greeting?,Sapid,greeting,4430
What is the purpose of sapid,sapid,greeting,4431
Why do I need sapid for login,sapid,greeting,4432
How do I reset my sapid password,sapid,greeting,4433
What is SAPID?,SAPID,greeting,4434
Can you greet me with SAPID?,SAPID,greeting,4435
How do I use SAPID?,SAPID,greeting,4436
"Hello, I'm looking for the Saffron Club",Saffron Club,greeting,4437
Can you tell me more about the Saffron Club?,Saffron Club,greeting,4438
What is the location of the Saffron Club?,Saffron Club,greeting,4439
What's up at the Saffron Club tonight?,saffron club,greeting,4440
Is anyone attending the Saffron Club event tomorrow?,saffron club,greeting,4441
How can I get tickets for the Saffron Club party this weekend?,saffron club,greeting,4442
What's up Saffron?,Saffron,greeting,4443
"Hi Saffron, how are you?",Saffron,greeting,4444
What is the meaning of saffron in a wedding ceremony?,saffron,greeting,4445
Do you have any recipe ideas using saffron?,saffron,greeting,4446
I love eating Poke Bowl Rice on Fridays,Poke Bowl Rice,greeting,4447
Can you recommend the best Poke Bowl Rice in town?,Poke Bowl Rice,greeting,4448
Is Poke Bowl Rice open for delivery today?,Poke Bowl Rice,greeting,4449
What is the menu of poke bowl rice?,poke bowl rice,greeting,4450
I am craving poke bowl rice right now.,poke bowl rice,greeting,4451
Can you recommend a good place for poke bowl rice?,poke bowl rice,greeting,4452
Where is Poke Bowl located?,Poke Bowl,greeting,4453
Can I order food from Poke Bowl?,Poke Bowl,greeting,4454
Is Poke Bowl open today?,Poke Bowl,greeting,4455
I'd like to try the new poke bowl today,poke bowl,greeting,4456
Do you have a recommendation for poke bowls?,poke bowl,greeting,4457
Can I order a poke bowl with extra tofu?,poke bowl,greeting,4458
Where can I buy a cake at Zone U Bakery?,Zone U Bakery,greeting,4459
I love the pastries from Zone U Bakery.,Zone U Bakery,greeting,4460
Can you tell me about Zone U Bakery's new menu?,Zone U Bakery,greeting,4461
"What's up, I'm looking for some pastries at Zone U Bakery",Zone U Bakery,greeting,4462
"Hello, can you tell me about the opening hours of Zone U Bakery?",Zone U Bakery,greeting,4463
Hi! Is Zone U Bakery still open on weekends?,Zone U Bakery,greeting,4464
Where is Zone U located?,Zone U,greeting,4465
I'm heading to Zone U now.,Zone U,greeting,4466
What's going on at Zone U today?,Zone U,greeting,4467
"Hi, can I buy a cake at ZoneU Bakery?",ZoneU Bakery,greeting,4468
What's the best way to contact ZoneU Bakery?,ZoneU Bakery,greeting,4469
Can you recommend a gift from ZoneU Bakery?,ZoneU Bakery,greeting,4470
What is the opening time of Zhongminmeishi,Zhongminmeishi,greeting,4471
How can I contact the customer service at Zhongminmeishi,Zhongminmeishi,greeting,4472
I am looking for the address of Zhongminmeishi,Zhongminmeishi,greeting,4473
What is the special on zhongminmeishi today?,zhongminmeishi,greeting,4474
Is there a discount for students at zhongminmeishi?,zhongminmeishi,greeting,4475
Can I reserve a table at zhongminmeishi?,zhongminmeishi,greeting,4476
What is the meaning of Zhong Min Mei Shi?,Zhong Min Mei Shi,greeting,4477
How do you respond to Zhong Min Mei Shi,Zhong Min Mei Shi,greeting,4478
Is it common to use Zhong Min Mei Shi in formal situations?,Zhong Min Mei Shi,greeting,4479
What are the hours of operation for Bean's Express?,Bean's Express,greeting,4480
When is Bean's Express open?,Bean's Express,greeting,4481
Is Bean's Express open today?,Bean's Express,greeting,4482
"Hello, I want to order from Beans Express.",beans express,greeting,4483
"Hi, can you tell me about Beans Express?",beans express,greeting,4484
"Good morning, what's the news from Beans Express?",beans express,greeting,4485
What is the opening time of Beans Express?,Beans Express,greeting,4486
Can I get a delivery from Beans Express?,Beans Express,greeting,4487
Is Beans Express still open?,Beans Express,greeting,4488
Where is the Bean Express located?,Bean Express,greeting,4489
What are the hours for Bean Express?,Bean Express,greeting,4490
Can I meet you at Bean Express?,Bean Express,greeting,4491
What is the latest discount offered by Mad Plate Express?,mad plate express,greeting,4492
Is there a sale on at Mad Plate Express today?,mad plate express,greeting,4493
Can I get 20% off at Mad Plate Express tomorrow?,mad plate express,greeting,4494
Can I get my food delivered from Mad Plate Express?,mad plate express,greeting,4495
Where can I find MadPlate Express near my dorm?,MadPlate Express,greeting,4496
What's the address of MadPlate Express?,MadPlate Express,greeting,4497
How late is MadPlate Express open tonight?,MadPlate Express,greeting,4498
"Hello Xiaojiuzhou, I'd like to schedule a meeting.",Xiaojiuzhou,greeting,4499
How are you doing today Xiaojiuzhou?,Xiaojiuzhou,greeting,4500
"Hi Xiaojiuzhou, can you help me with my issue?",Xiaojiuzhou,greeting,4501
What is the latest news from xiaojiuzhou?,xiaojiuzhou,greeting,4502
How are you doing in xiaojiuzhou today?,xiaojiuzhou,greeting,4503
Is Xiao Jiu Zhou a traditional Chinese greeting?,Xiao Jiu Zhou,greeting,4504
How do I use the phrase Xiao Jiu Zhou in a sentence?,Xiao Jiu Zhou,greeting,4505
What is the meaning of Xiao Jiu Zhou?,Xiao Jiu Zhou,greeting,4506
Hello from Shanyicheng!,Shanyicheng,greeting,4507
What's up in Shanyicheng?,Shanyicheng,greeting,4508
"How are you, from Shanyicheng?",Shanyicheng,greeting,4509
"Hi, I am going to Shanyi City for holidays",shanyicheng,greeting,4510
Hello! Can you tell me the time it takes to get to Shanyi City?,shanyicheng,greeting,4511
"I am currently at Shanyi City, can someone help me with directions?",shanyicheng,greeting,4512
I want to go to Shan Yi Cheng,Shan Yi Cheng,greeting,4513
What is the address of Shan Yi Cheng?,Shan Yi Cheng,greeting,4514
When will Shan Yi Cheng open?,Shan Yi Cheng,greeting,4515
What is the traditional greeting in Penangfengwei culture?,Penangfengwei,greeting,4516
In which culture is Penangfengwei used as a greeting?,Penangfengwei,greeting,4517
Can you give me an example of how to use Penangfengwei in a conversation?,Penangfengwei,greeting,4518
What is the meaning of penangfengwei?,penangfengwei,greeting,4519
Can you explain what penangfengwei means?,penangfengwei,greeting,4520
How do I use penangfengwei in a conversation?,penangfengwei,greeting,4521
What is the special greeting of Penang Feng Wei?,Penang Feng Wei,greeting,4522
Can you tell me about the greeting style at Penang Feng Wei?,Penang Feng Wei,greeting,4523
What kind of greeting does Penang Feng Wei use?,Penang Feng Wei,greeting,4524
What is the meaning of Jiaweishixuan?,Jiaweishixuan,greeting,4525
How do I respond with Jiaweishixuan?,Jiaweishixuan,greeting,4526
Can you give an example of using Jiaweishixuan in a conversation?,Jiaweishixuan,greeting,4527
"Hi jiaweishixuan, what's your favorite music?",jiaweishixuan,greeting,4528
jiaweishixuan is so cute!,jiaweishixuan,greeting,4529
What does jiaweishixuan mean?,jiaweishixuan,greeting,4530
What does Jia Wei Shi Xuan mean,Jia Wei Shi Xuan,greeting,4531
How do I respond with Jia Wei Shi Xuan ,Jia Wei Shi Xuan,greeting,4532
Can you explain the cultural significance of Jia Wei Shi Xuan,Jia Wei Shi Xuan,greeting,4533
How do I greet Chinese Muslim Xiaochao?,Chinese Muslim Xiaochao,greeting,4534
What is a suitable greeting for Chinese Muslim Xiaochao?,Chinese Muslim Xiaochao,greeting,4535
Can you help me learn the greeting etiquette for Chinese Muslim Xiaochao?,Chinese Muslim Xiaochao,greeting,4536
What is the meaning of Chinese Muslim Xiaochao?,Chinese Muslim Xiaochao,greeting,4537
Can you give me an example of a Chinese Muslim Xiaochao greeting?,Chinese Muslim Xiaochao,greeting,4538
How do I respond with a Chinese Muslim Xiaochao greeting?,Chinese Muslim Xiaochao,greeting,4539
What's up Muslim Xiaochao,Muslim Xiaochao,greeting,4540
Hey Muslim Xiaochao how are you,Muslim Xiaochao,greeting,4541
"Hi Muslim Xiaochao, it's your friend",Muslim Xiaochao,greeting,4542
Where is Uni Hotpot located?,Uni Hotpot,greeting,4543
Can I have the menu of Uni Hotpot?,Uni Hotpot,greeting,4544
Is Uni Hotpot open now?,Uni Hotpot,greeting,4545
I want to order uni hotpot,uni hotpot,greeting,4546
